,labels
77951,13
12422,13
7882,15
87438,23
28896,13
9639,23
54581,18
15218,30
49958,16
93562,15
23136,15
82154,15
97608,15
44466,15
80008,15
99417,36
6120,15
25642,15
1101,13
59569,15
6830,13
50231,15
97086,18
62607,16
84687,13
83269,13
3746,23
63036,18
39580,15
88399,15
13377,15
19031,16
85920,30
25379,18
90781,30
20745,15
54019,15
97021,18
77465,15
32498,15
90905,30
37302,0
9171,39
10168,10
91259,15
89098,13
33952,13
99527,30
19194,37
67219,15
81277,18
60653,15
52421,13
33948,13
83616,15
65128,15
64878,13
99781,15
62160,18
74590,13
20846,15
70139,8
11751,13
95620,30
5811,30
85289,30
24906,21
84904,15
2709,13
12709,13
8182,15
5163,6
85811,13
24939,13
93212,15
72463,13
77993,15
2025,15
69828,13
15973,15
9227,39
82393,15
78338,15
38944,15
14070,16
55524,13
85196,13
36242,13
67978,15
6946,15
79193,15
62224,16
44118,30
48327,15
21381,0
5718,15
99996,15
78137,13
83537,13
73164,18
88138,15
44320,18
7735,39
32213,37
48075,15
49540,30
47468,13
64362,13
42877,15
21181,27
28124,15
4687,30
10164,37
81361,18
79274,18
52587,30
81988,15
91650,15
9819,15
45739,13
98706,30
42756,23
8275,18
90309,13
1038,13
53446,29
73926,13
17759,18
68372,15
44782,30
50438,18
85741,15
18996,13
99578,13
7948,12
4643,30
81690,18
20166,13
78030,13
44909,30
16326,13
68813,13
60755,15
26653,15
78476,15
51820,18
40191,18
57804,15
53243,18
56933,15
59362,13
30533,15
60522,39
76147,15
72535,13
23317,13
23658,18
80384,15
53250,39
73785,18
55224,16
62462,16
24696,13
31045,18
40815,18
40156,15
83143,15
58067,13
10972,30
47414,18
54258,21
50422,30
16445,30
59732,16
80780,10
96441,20
22384,5
71121,18
59435,15
89831,16
92696,30
4375,16
6463,13
55630,13
17020,30
24880,30
26269,15
88167,13
58294,15
61260,15
68312,30
38877,18
99957,15
71612,13
88703,15
64011,15
53563,15
61484,39
45145,30
35432,30
22925,30
78206,15
86600,1
27165,15
5482,30
36152,16
83908,13
64058,13
45350,15
67805,18
40710,15
22247,13
86334,15
68528,12
86577,21
99493,13
3677,38
5076,30
12792,15
79850,15
62327,15
42540,13
25299,13
2451,18
8418,15
55492,21
48573,33
31920,15
19329,21
33589,29
19146,30
44417,39
32455,15
8870,30
88,15
51552,30
67960,39
37371,39
59069,15
30843,18
18759,30
5899,15
40860,15
70382,5
69833,13
96440,15
7990,39
99772,21
66251,15
60297,13
49960,23
54088,15
6539,18
14533,18
21333,30
88309,30
45274,15
63740,13
64673,15
87871,15
31186,18
48736,16
4454,15
28689,15
21487,13
45830,15
93457,18
29130,15
89961,36
85234,21
40961,30
66111,13
63189,8
2649,30
67757,15
88076,16
53650,15
58883,13
44595,18
7405,37
3884,18
6583,18
54478,13
55126,13
34702,16
37578,15
64373,13
42039,15
82445,15
10564,18
58614,30
24302,15
44442,15
91091,12
62380,15
91633,21
27933,15
24164,38
59433,16
23746,18
44414,13
13870,29
83113,15
2540,13
6012,21
85792,18
57483,13
75621,15
49343,30
29505,16
687,18
65305,39
26229,15
83137,13
75137,39
71732,13
69074,30
58982,13
52365,15
98639,13
21114,30
56649,15
66156,13
24171,15
85554,16
88869,13
73114,13
54533,5
36802,37
65263,13
65647,16
47801,39
24178,0
5178,18
77752,18
31531,18
38377,18
57869,15
43628,15
61128,16
23596,18
36334,15
85143,16
52671,18
20809,18
62710,13
89745,13
86372,15
35801,15
11266,16
43298,15
34349,15
38700,15
35712,15
85814,15
3963,15
51595,18
40382,13
81585,18
35463,16
31551,21
71257,15
47938,18
68212,39
69081,13
41047,18
87837,10
15125,15
46383,30
61813,30
66646,15
98202,16
75348,13
7391,30
64205,16
92612,15
82506,15
89544,15
47644,30
52301,18
34322,37
85559,15
80178,15
70745,13
57322,15
1340,15
94074,15
29790,13
59394,18
87137,16
25567,18
7169,13
74279,13
8246,15
84691,15
26713,18
54210,15
95441,15
9098,15
65644,13
63035,15
9004,30
56088,18
14994,13
82939,15
99672,13
10232,15
28847,18
77705,15
28433,15
9747,6
95887,13
15852,15
75893,15
91631,30
42273,39
93265,13
54267,15
27743,13
41777,15
619,13
77060,15
63512,12
49770,15
98203,16
8343,15
611,30
11840,30
78391,15
36368,15
95360,15
19384,30
3347,18
44827,13
94982,21
49948,15
70099,13
54655,15
77867,13
53590,13
52500,30
46308,13
66966,30
22391,15
38669,15
40190,18
74270,15
55916,15
39550,13
97510,13
97230,13
35996,15
26294,13
47207,30
1914,13
8368,18
98111,15
57911,15
73544,13
59549,13
60750,13
97300,18
73854,30
44929,13
37268,15
29793,13
64168,0
97611,39
69066,16
51420,13
14806,18
47637,29
20213,18
60368,0
29954,15
53489,18
9425,15
66324,13
43838,30
21474,15
31982,37
33921,30
14570,15
27370,6
66057,13
74212,18
32876,13
72132,18
33985,15
21171,30
61952,30
85490,18
32013,15
47247,15
13334,18
92221,29
32797,0
4036,15
30935,37
30125,15
1636,18
92889,15
18416,18
94456,15
8953,30
95625,15
83135,15
21540,13
8931,15
13268,30
68605,30
7580,15
43085,15
46182,13
96171,5
50565,18
96812,18
44695,30
80048,30
86715,18
86277,15
9826,15
12188,39
15365,30
5239,15
50706,39
12772,30
44651,13
95573,15
3998,30
60860,15
83529,29
23702,15
37399,15
51328,18
56706,15
72185,13
14658,16
25058,16
86716,13
64789,15
89620,39
43495,30
13517,15
14416,18
61628,13
20160,15
8840,15
96354,15
4794,15
8891,18
41505,18
4591,18
88749,30
31023,15
39145,13
85781,18
25905,13
85522,13
4926,18
74849,15
41712,16
5904,39
77964,16
75305,15
94153,18
93079,18
39531,15
82607,15
19317,18
99287,15
37401,18
89773,13
56803,15
94590,13
62031,18
37415,15
60070,15
43966,16
69950,33
29426,15
22376,18
97393,16
99975,10
94766,15
54665,13
8440,18
89093,15
65297,33
86778,15
43044,13
61265,13
59066,13
53263,15
43258,39
50068,38
5744,15
43028,15
32005,15
87869,15
71126,13
97351,16
68390,30
50969,39
63516,13
17397,18
42240,15
69655,13
59185,13
77537,15
94688,15
72767,29
6637,8
99157,15
70221,18
5876,13
11774,15
54046,13
16247,16
43536,13
12715,18
93543,13
22990,15
38308,13
51878,15
34379,13
56079,15
56727,13
21051,13
15064,13
96998,15
41835,13
58419,15
54064,21
26596,18
93099,16
45164,18
21216,15
3254,21
59125,30
26975,15
77180,15
45171,30
51947,18
90274,13
74592,13
62873,13
64514,15
31394,15
91191,13
21746,30
40069,30
50252,10
87055,13
82504,18
57005,30
16289,15
44041,13
90169,15
74613,13
23009,38
85524,13
7769,13
20018,13
52573,13
39956,15
88049,39
37338,15
92830,18
81158,15
11119,13
10836,15
63642,15
56070,18
9159,39
12970,15
62221,30
61053,15
5080,15
84242,13
53059,15
13110,15
60582,18
21399,18
54310,30
66194,13
13077,18
22860,15
3895,15
69009,30
9013,15
51119,15
64388,13
8936,15
90099,13
5256,15
99274,15
57169,16
29431,15
39050,13
65372,15
50131,21
13327,15
85935,15
21341,13
99128,15
81950,30
94785,0
40741,15
21903,16
79181,18
75479,15
43507,15
73866,15
24931,18
8419,33
85624,30
49906,15
55350,13
26402,18
79982,29
12374,13
54718,0
92824,15
14566,15
99484,16
42034,18
16490,30
8759,30
38193,16
1771,15
5743,15
60185,12
77914,8
7643,39
96765,16
1805,15
40803,15
57697,15
36201,18
20637,15
26671,15
68287,16
29167,15
13869,29
30299,18
43163,30
93898,0
13461,13
96126,15
40694,18
63537,39
13083,18
61980,13
2462,12
20651,15
15201,30
46587,16
57984,15
14316,18
73167,13
70685,13
19770,13
20056,18
53662,13
82485,18
78216,13
85752,13
43464,30
10826,16
84599,15
91735,13
55236,18
63667,15
15483,15
56429,15
43555,30
87688,15
25507,30
18307,39
83317,15
7350,18
6731,2
62952,15
80842,13
90955,15
97903,30
57947,30
69354,13
82101,15
73524,30
87181,13
86092,15
36448,30
80588,15
41583,6
83983,15
89632,15
34971,30
41436,13
13321,15
22095,15
9213,30
28014,18
6560,15
99884,15
90419,13
54102,30
5197,30
77654,30
42594,37
85709,15
70956,33
73236,15
34064,15
25509,13
34559,13
88924,13
28969,15
19779,15
26932,30
40390,13
73525,30
3751,18
38959,16
4789,18
99921,30
86705,15
64419,13
64745,30
65888,18
61505,39
44790,15
14002,13
63835,30
73084,13
15769,13
71539,30
94297,15
18115,39
68973,13
93741,8
93978,10
23740,15
40695,15
98073,15
23215,18
11727,39
72424,13
1682,15
75266,15
87516,30
48161,16
48110,13
57711,18
89614,15
15991,13
38100,16
28561,30
37780,15
63566,13
24067,15
72339,36
85520,18
914,16
51853,15
57291,13
94816,13
6331,18
81971,15
96322,13
20149,30
81775,30
791,15
25801,18
85577,30
54965,21
17988,15
65044,13
43224,18
47224,15
11549,30
40059,6
96533,15
61102,15
8404,15
19481,30
83945,13
59536,13
82632,30
93174,37
12248,16
1353,37
90730,15
58835,15
17772,18
71772,13
54767,15
51305,13
76736,15
15822,39
95302,15
41405,13
43366,15
9860,15
23159,13
57010,13
59747,12
60624,15
82394,6
65437,18
70864,30
44971,18
89805,30
69242,15
88707,13
58575,18
39071,16
29736,16
21926,15
71422,13
29958,15
52593,13
37267,15
6295,15
69872,15
52953,18
18609,15
42598,37
52444,15
4167,18
49900,30
61364,9
12428,13
80040,13
81249,15
43640,18
50297,33
75834,13
88097,15
62120,15
43797,30
31789,16
66362,13
53984,15
17391,16
77153,13
92396,15
14067,15
94200,13
72574,13
72742,13
58801,39
62079,15
70727,30
84645,39
37972,15
3396,15
27627,16
6249,15
67003,0
34378,15
55109,18
49924,18
89719,15
19678,13
37911,15
37580,13
93553,18
21308,13
35762,15
95800,39
93139,13
70988,10
5768,15
52987,30
73064,15
18523,18
29126,0
25001,16
51448,13
17151,15
96016,18
99524,39
73747,13
24695,15
82048,15
74668,13
8409,15
84423,18
93502,13
11084,15
86842,13
15742,15
39840,15
5035,37
25276,30
54925,13
79355,18
19465,13
19862,16
23147,30
3335,15
18403,13
67557,8
90036,13
29691,13
12542,16
40391,13
93895,15
31398,15
48465,33
82041,15
92030,15
7629,6
76180,13
50348,30
87717,13
73219,18
55326,15
96105,30
41961,16
3761,30
77972,15
22769,15
35435,15
69144,13
83428,15
91682,15
39857,30
48463,13
56288,13
53307,18
59961,15
50535,38
3412,13
66849,15
66159,18
90164,12
12553,15
93668,13
39115,0
99183,30
5582,15
36645,15
75525,15
1337,13
17362,15
25241,15
48622,13
67499,13
17564,15
32207,15
13264,30
95262,30
50058,18
91704,13
54960,30
47518,18
46154,15
29590,15
89445,13
5889,13
1780,15
45912,13
98569,13
61859,39
66363,15
47369,15
25176,13
55004,0
47262,15
23151,18
32719,30
14222,13
45858,8
7030,16
20877,18
3429,18
40555,13
8881,13
59879,15
87934,13
26056,18
23573,30
87364,30
95654,13
22224,13
66008,13
32965,13
59144,18
17251,15
10981,18
97507,16
27873,18
94631,13
69822,13
51093,13
40821,15
7786,13
60820,30
28182,18
40120,30
79044,13
43384,15
49450,15
81929,13
82662,15
33196,16
18236,13
84487,16
54343,18
70447,15
57604,15
72176,18
94303,9
82895,18
96379,16
27029,15
45256,30
66658,13
12463,15
71586,13
6370,15
1135,39
45075,13
39594,30
75239,18
31897,18
46592,30
52618,18
29282,13
6116,15
45838,16
65414,15
65760,39
28096,18
45900,13
31148,16
80572,15
55481,12
63229,15
49402,18
37291,16
95629,15
84976,13
90433,13
92958,13
83047,15
79938,15
89718,15
82948,30
85791,15
39347,16
65483,13
43927,16
74887,15
25314,15
81566,15
50816,21
41865,14
60715,21
41968,13
52437,15
54229,13
20971,16
71389,17
10750,13
24921,30
10729,18
36715,39
22279,18
29359,18
97474,15
79594,13
64659,13
44607,18
43747,13
65784,18
23709,13
61461,18
87469,10
91724,13
71978,13
61168,30
84706,18
31670,16
54359,15
24845,13
27115,16
4647,18
31704,16
60122,15
90690,15
2321,18
51458,13
45913,18
33575,13
50465,15
64199,15
304,37
19404,0
44678,15
45108,30
71194,13
2305,13
97049,16
56751,15
24940,16
24818,13
36168,0
66320,29
67143,13
54122,13
74072,23
60527,15
90923,39
98399,15
12937,18
49110,15
6609,18
15541,15
47871,18
5267,21
27200,13
23691,16
30449,15
54865,33
23422,16
64175,0
33001,37
12698,15
59649,30
84568,13
14858,15
63937,13
61523,13
73781,13
6646,18
90396,13
55230,16
6230,18
94617,15
4697,13
24133,27
46811,13
78131,13
34763,15
89494,18
37423,15
36409,30
70422,13
17482,15
62963,39
60022,16
11557,18
63192,13
69990,18
40838,18
37528,13
55857,15
30468,15
27834,16
5760,15
13071,18
45644,13
67577,13
40725,15
76222,15
72612,13
23183,37
98146,30
24941,30
95410,0
41042,15
77753,15
70876,15
83738,13
1818,13
21671,13
87826,13
22243,13
85498,39
87555,15
56090,15
93311,21
40926,15
14820,13
65182,13
72289,13
62755,8
71022,13
25384,15
98240,15
89849,15
63415,18
75918,15
60704,15
94138,18
47536,13
91372,8
22598,15
62330,13
73915,18
46461,30
66318,13
38421,21
15278,30
49905,15
26859,30
19913,15
65348,12
37452,23
9477,18
50821,15
52755,13
86447,39
74051,15
97302,15
50070,18
80426,15
74323,18
76069,39
84331,15
46896,15
73734,13
37413,15
85931,15
8151,13
59382,15
68561,16
1573,15
64476,15
63890,16
17044,16
24061,39
59787,18
59007,18
6538,30
3633,13
97778,15
20199,15
16189,16
59256,30
37564,13
86294,15
64884,13
29161,15
68225,13
14528,15
921,15
22133,13
88217,13
77381,16
5052,16
92796,13
38425,13
6841,15
11869,15
76492,18
40900,15
55418,13
43760,30
26711,18
43822,13
8617,30
90097,15
83558,15
13978,13
8150,0
51183,13
90253,15
4984,18
90889,30
59109,15
48457,30
54366,15
18542,12
41760,18
37211,15
70055,21
31080,13
50189,30
89670,15
77688,15
43871,16
30485,13
37372,39
37201,16
40646,18
26481,39
36478,18
24823,16
26922,39
3652,13
99575,13
71721,18
84137,18
64661,39
67468,13
91872,15
85804,30
75546,30
60385,16
75058,13
9539,15
53717,16
91477,23
97508,15
86336,15
57467,30
42050,30
38024,35
27301,13
86520,30
99212,15
81331,13
89475,15
69488,15
48799,15
98704,15
73073,13
96823,16
49303,13
10437,13
91274,15
60775,18
36796,15
56459,10
20607,18
14672,16
92788,18
4805,15
54025,15
77620,18
96184,33
17041,30
84218,15
83374,15
95889,13
3404,13
86129,13
56962,15
8769,15
35176,15
79243,13
75101,13
71622,12
4890,18
55354,13
95337,12
5613,15
97712,30
67087,13
71919,12
60272,16
27403,15
36782,16
67571,15
43003,13
1187,15
1558,15
37946,13
44460,15
23212,13
70191,13
94736,12
27683,16
16616,13
43213,15
30528,30
39300,16
90578,15
76765,15
88180,8
80070,15
39406,15
46485,18
2376,30
20396,15
73239,18
5797,15
50752,39
63608,18
74972,13
93974,39
93554,38
30707,15
67047,13
33564,16
62726,13
46356,18
16068,30
66394,15
60878,30
17434,15
46272,15
51022,13
88751,30
65746,13
32507,16
53130,15
13512,15
83502,30
68369,13
97483,16
77918,13
81637,13
15840,39
93122,13
92931,18
44856,13
47065,15
31474,15
9534,13
44231,13
22878,18
25598,16
40724,13
1202,15
76125,15
14108,16
38197,10
49117,15
72793,13
71853,13
79829,13
31673,15
73750,13
38361,15
81397,15
32205,16
30698,16
86243,13
79705,12
44141,29
61188,13
7872,13
50400,13
8194,15
53025,13
48590,18
13883,29
25814,15
17046,15
35758,0
67487,18
54119,15
83689,13
16373,13
22531,30
77206,18
68360,13
5404,39
53902,16
80631,15
90679,15
21912,16
61009,15
62309,16
1156,12
9659,23
34148,37
44544,30
31887,16
87788,15
74209,15
80254,15
72660,13
22783,18
69221,0
49524,16
57130,13
82333,13
24717,15
94998,18
9934,13
89441,16
4393,18
5730,15
25771,30
38235,13
7054,39
84503,15
65492,39
86508,15
63107,13
26472,13
7234,13
72542,13
22967,15
70196,18
26238,16
78661,5
59639,13
27622,18
75944,13
80929,16
73107,30
79418,18
3972,18
36142,15
45683,15
73141,15
2992,30
48045,15
93052,30
61134,18
18667,16
6466,15
24973,18
85982,13
69880,13
81718,15
59407,39
81726,15
5497,15
71400,39
62228,13
13227,15
66220,18
63834,13
6277,15
86669,15
46404,15
27117,13
58964,18
39801,13
38345,30
61166,15
14122,15
96883,8
98726,39
24201,15
20171,13
254,16
58918,18
42493,15
29409,15
5538,15
97821,13
42409,15
57455,16
23677,18
73671,13
68391,16
96583,18
94511,6
6506,15
40277,30
13525,15
72989,13
37411,16
85826,15
1383,15
88518,39
1597,16
7200,15
84163,13
67564,15
76524,15
31927,30
10360,18
24904,13
47440,15
45505,0
30046,13
44498,15
64788,15
40303,39
98081,15
46213,16
87027,18
29667,13
98141,15
2791,18
37575,15
38747,39
88471,15
65994,13
76569,15
43944,15
3579,16
53234,18
51808,39
27868,18
52646,18
55921,18
626,13
72008,13
78901,18
27162,13
78803,15
76541,15
82596,16
28306,18
33080,15
96333,13
17164,16
41014,39
56495,18
29081,23
67681,0
83868,13
49179,13
32255,13
44158,30
39800,6
76333,10
4993,30
18096,18
71218,13
27630,15
73117,13
74658,16
48644,37
57425,15
95243,15
82417,30
37218,30
2458,13
43681,13
3844,18
30107,15
29232,18
64650,23
66171,30
62613,16
77922,15
17556,38
91142,15
3442,15
49062,39
29767,18
54206,15
58840,13
95847,16
69741,15
73171,13
15229,30
47129,30
31679,13
14907,15
37447,23
22354,15
25321,16
66334,18
66326,13
45078,13
46826,15
59758,15
29944,15
77602,18
70199,13
4044,16
58773,15
16004,15
3142,15
10907,16
42172,13
49257,15
94906,15
94570,15
27774,13
25715,16
73821,15
14633,15
34678,15
55016,15
19081,15
14432,18
49112,18
11632,15
83195,15
30382,18
4310,18
42846,18
58308,13
45871,16
79835,15
69095,18
74634,13
72823,16
71324,13
9229,30
19806,15
99108,39
7794,13
42934,30
93445,13
19142,39
94291,21
39208,30
63857,13
61347,15
17800,15
97184,18
70403,13
39955,15
99829,13
75446,15
44203,33
58028,18
57120,39
30015,15
21271,38
82772,30
8442,13
20365,39
3498,16
33813,18
74611,13
52560,18
89787,15
80403,5
55242,13
96208,15
3847,16
25817,30
27257,15
75441,13
31586,39
1646,15
81975,16
28145,39
4313,18
14127,15
61231,39
23728,13
7918,13
84636,15
69713,36
25271,13
84470,15
57192,15
9986,18
40166,18
98331,15
11941,16
85283,13
34052,13
34269,15
71348,13
48422,15
71352,13
76683,18
63947,15
67787,15
54441,15
41681,15
29726,15
58868,15
17937,15
83540,13
84425,15
9690,13
65296,16
27588,18
28702,13
18304,39
17675,18
70786,13
80076,13
74077,21
65442,33
44403,15
27383,15
82196,15
98342,16
92082,15
26638,13
56282,30
2166,15
18013,13
16957,15
26854,13
25136,16
40029,18
95456,13
41417,39
57045,29
62863,18
65087,18
18102,15
45883,15
67023,13
51727,15
85441,13
77304,30
64901,18
43635,13
81436,16
17720,18
26401,13
47852,16
96438,18
28846,13
70711,13
56471,16
79152,13
31925,36
72055,13
81483,13
79800,13
54897,33
42101,13
84982,13
22102,16
38331,13
93616,18
33115,15
55572,30
22492,13
59055,15
7609,13
86400,13
93040,15
40863,15
71170,13
7058,39
31587,15
72235,13
3313,39
38900,21
6181,18
96446,18
36964,15
70005,12
38069,15
13972,15
46948,18
56433,16
72788,13
62735,12
94012,13
45393,13
27979,23
52598,15
88207,13
25788,18
98053,13
46289,15
27548,15
80444,15
88873,16
95342,30
